"author","title","venue","volume",'pages',"year",'type',"access","key",'doi',"ee","url"
"Younghoon Lee,Won Jun Song,Yeonsu Jung,Hyunjae Yoo,Man-Yong Kim,Ho-Young Kim,Jeong-Yun Sun",Ionic spiderwebs.,Sci. Robotics,5,5405,2020,Journal Articles,closed,journals/scirobotics/SongJYKKS20,10.1126/SCIROBOTICS.AAZ5405,https://doi.org/10.1126/scirobotics.aaz5405,https://dblp.org/rec/journals/scirobotics/SongJYKKS20
Jonathan Rossiter,Spinning artificial spiderwebs.,Sci. Robotics,5,290,2020,Journal Articles,closed,journals/scirobotics/X20e,10.1126/SCIROBOTICS.ABD0290,https://doi.org/10.1126/scirobotics.abd0290,https://dblp.org/rec/journals/scirobotics/X20e
"Shreya Adhvaryyu,Pradosh Kumar Adhvaryyu","Application of bio-inspired social spider algorithm in multi-area economic emission dispatch of solar, wind and CHP-based power system.",Soft Comput.,24,9611-9624,2020,Journal Articles,closed,journals/soco/AdhvaryyuA20,10.1007/S00500-019-04468-4,https://doi.org/10.1007/s00500-019-04468-4,https://dblp.org/rec/journals/soco/AdhvaryyuA20
"Emine Bas,Erkan Ülker",A binary social spider algorithm for continuous optimization task.,Soft Comput.,24,12953-12979,2020,Journal Articles,closed,journals/soco/BasU20,10.1007/S00500-020-04718-W,https://doi.org/10.1007/s00500-020-04718-w,https://dblp.org/rec/journals/soco/BasU20
"Sandeep Kumar 0001,Basudev Sharma,Vivek Kumar Sharma,Harish Sharma,Jagdish Chand Bansal",Plant leaf disease identification using exponential spider monkey optimization.,Sustain. Comput. Informatics Syst.,28,100283,2020,Journal Articles,closed,journals/suscom/KumarSSSB20,10.1016/J.SUSCOM.2018.10.004,https://doi.org/10.1016/j.suscom.2018.10.004,https://dblp.org/rec/journals/suscom/KumarSSSB20
Youngsoo Seol,On Weak Limiting Distributions for Random Walks on a Spider.,Symmetry,12,2000,2020,Journal Articles,open,journals/symmetry/Seol20,10.3390/SYM12122000,https://doi.org/10.3390/sym12122000,https://dblp.org/rec/journals/symmetry/Seol20
"Jie Jiang,Lei Liu 0036,Guangjun Zhang",Star Identification Based on Spider-Web Image and Hierarchical CNN.,IEEE Trans. Aerosp. Electron. Syst.,56,3055-3062,2020,Journal Articles,closed,journals/taes/JiangLZ20,10.1109/TAES.2019.2961826,https://doi.org/10.1109/TAES.2019.2961826,https://dblp.org/rec/journals/taes/JiangLZ20
"Cristina M. Iosifescu-Enescu,Hans-Rudolf Bär,Matthias Beilstein,Lorenz Hurni",Place cookies and setting spiders in dream cartography.,Trans. GIS,24,944-966,2020,Journal Articles,closed,journals/tgis/Iosifescu-Enescu20,10.1111/TGIS.12604,https://doi.org/10.1111/tgis.12604,https://dblp.org/rec/journals/tgis/Iosifescu-Enescu20
"Qing Li 0022,Lili Li,Qi Li 0025,Jiang Zhong",A Comprehensive Exploration on Spider with Fuzzy Decision Text-to-SQL Model.,IEEE Trans. Ind. Informatics,16,2542-2550,2020,Journal Articles,closed,journals/tii/LiLLZ20,10.1109/TII.2019.2952929,https://doi.org/10.1109/TII.2019.2952929,https://dblp.org/rec/journals/tii/LiLLZ20
"Preeti Abrol,Savita Gupta",Social spider foraging-based optimal resource management approach for future cloud.,J. Supercomput.,76,1880-1902,2020,Journal Articles,closed,journals/tjs/AbrolG20,10.1007/S11227-018-2372-Z,https://doi.org/10.1007/s11227-018-2372-z,https://dblp.org/rec/journals/tjs/AbrolG20
"Hao Liu,Tie Qiu 0001,Xiaobo Zhou 0003,Chen Chen 0006,Ning Chen 0008",Parking-Area-Assisted Spider-Web Routing Protocol for Emergency Data in Urban VANET.,IEEE Trans. Veh. Technol.,69,971-982,2020,Journal Articles,closed,journals/tvt/LiuQZCC20,10.1109/TVT.2019.2954159,https://doi.org/10.1109/TVT.2019.2954159,https://dblp.org/rec/journals/tvt/LiuQZCC20
"Jun Wang 0064,Zhuangzhuang Du,Zhitao He",Quantitative Invulnerability Analysis of Artificial Spider-Web Topology Model Based on End-to-End Delay.,Wirel. Commun. Mob. Comput.,2020,4617239:1-4617239:11,2020,Journal Articles,open,journals/wicomm/WangDH20,10.1155/2020/4617239,https://doi.org/10.1155/2020/4617239,https://dblp.org/rec/journals/wicomm/WangDH20
"M. Abraham,Himanshu Shekhar",Social Spider Optimized Design Configuration of Multiband Reconfigurable Antenna for 5G Applications.,Wirel. Pers. Commun.,115,1161-1175,2020,Journal Articles,closed,journals/wpc/AbrahamS20,10.1007/S11277-020-07616-4,https://doi.org/10.1007/s11277-020-07616-4,https://dblp.org/rec/journals/wpc/AbrahamS20
"Preeti Abrol,Savita Gupta,Sukhwinder Singh",A QoS Aware Resource Placement Approach Inspired on the Behavior of the Social Spider Mating Strategy in the Cloud Environment.,Wirel. Pers. Commun.,113,2027-2065,2020,Journal Articles,closed,journals/wpc/AbrolGS20,10.1007/S11277-020-07306-1,https://doi.org/10.1007/s11277-020-07306-1,https://dblp.org/rec/journals/wpc/AbrolGS20
"Taoxing Pan,Jun Liu 0003,Jie Wang 0005",D-SPIDER-SFO - A Decentralized Optimization Algorithm with Faster Convergence Rate for Nonconvex Problems.,AAAI,NaN,1619-1626,2020,Conference and Workshop Papers,open,conf/aaai/PanLW20,NaN,https://ojs.aaai.org/index.php/AAAI/article/view/5523,https://dblp.org/rec/conf/aaai/PanLW20
"Jacqueline Whalley,Harley Ogier","Paperclips, Circles, and Six-Legged Spiders - An exploration of self-perceived and measured creativity among CS students.",ACE,NaN,11-20,2020,Conference and Workshop Papers,closed,conf/ace/WhalleyO20,10.1145/3373165.3373167,https://doi.org/10.1145/3373165.3373167,https://dblp.org/rec/conf/ace/WhalleyO20
"Richard O. Sinnott,Donghan Yang,Xueyang Ding,Zhenyuan Ye",Poisonous Spider Recognition through Deep Learning.,ACSW,NaN,14:1-14:7,2020,Conference and Workshop Papers,closed,conf/acsw/SinnottYDY20,10.1145/3373017.3373031,https://doi.org/10.1145/3373017.3373031,https://dblp.org/rec/conf/acsw/SinnottYDY20
"Emilia Golemanova,Tzanko Golemanov",Declarative and Imperative Approaches for Proving Turing Completeness of SPIDER.,CompSysTech,NaN,94-100,2020,Conference and Workshop Papers,closed,conf/compsystech/GolemanovaG20,10.1145/3407982.3407993,https://doi.org/10.1145/3407982.3407993,https://dblp.org/rec/conf/compsystech/GolemanovaG20
"Mustafa Falah Mahmood,Saleem Latteef Mohammed,Sadik Kamel Gharghan,Salah L. Zubaidi",Wireless Power Transfer based on Spiral-Spider Coils for a Wireless Heart Rate Sensor.,DeSE,NaN,183-188,2020,Conference and Workshop Papers,closed,conf/dese/MahmoodMGZ20,10.1109/DESE51703.2020.9450775,https://doi.org/10.1109/DeSE51703.2020.9450775,https://dblp.org/rec/conf/dese/MahmoodMGZ20
"Bastiaan van Loenen,Ali Mansourian,Frederika Welle Donker",SPIDER - open SPatial data Infrastructure eDucation nEtwoRk.,EGOV-CeDEM-ePart-*,NaN,355-358,2020,Conference and Workshop Papers,open,conf/egov/LoenenMD20,NaN,http://ceur-ws.org/Vol-2797/paper36.pdf,https://dblp.org/rec/conf/egov/LoenenMD20
"Puloma Katiyar,Tin Vu,Ahmed Eldawy,Sara Migliorini,Alberto Belussi",SpiderWeb - A Spatial Data Generator on the Web.,SIGSPATIAL/GIS,NaN,465-468,2020,Conference and Workshop Papers,closed,conf/gis/KatiyarVEMB20,10.1145/3397536.3422351,https://doi.org/10.1145/3397536.3422351,https://dblp.org/rec/conf/gis/KatiyarVEMB20
"Yueyang Lan,Qihong Chen,Liyan Zhang,Rong Long",Model Predictive Control Based On Spider monkey optimization Algorithm of Interleaved Parallel Bidirectional DC-DC Converter.,ICARCV,NaN,50-55,2020,Conference and Workshop Papers,closed,conf/icarcv/LanCZL20,10.1109/ICARCV50220.2020.9305361,https://doi.org/10.1109/ICARCV50220.2020.9305361,https://dblp.org/rec/conf/icarcv/LanCZL20
"Yuma Koizumi,Masahiro Yasuda,Shin Murata,Shoichiro Saito,Hisashi Uematsu,Noboru Harada",SPIDERnet - Attention Network For One-Shot Anomaly Detection In Sounds.,ICASSP,NaN,281-285,2020,Conference and Workshop Papers,closed,conf/icassp/KoizumiYMSUH20,10.1109/ICASSP40776.2020.9053620,https://doi.org/10.1109/ICASSP40776.2020.9053620,https://dblp.org/rec/conf/icassp/KoizumiYMSUH20
"Casey Fiesler,Nathan Beard,Brian C. Keegan","No Robots, Spiders, or Scrapers - Legal and Ethical Regulation of Data Collection Methods in Social Media Terms of Service.",ICWSM,NaN,187-196,2020,Conference and Workshop Papers,open,conf/icwsm/FieslerBK20,NaN,https://ojs.aaai.org/index.php/ICWSM/article/view/7290,https://dblp.org/rec/conf/icwsm/FieslerBK20
"Kang Ling,Yuntang Liu,Ke Sun 0012,Wei Wang,Lei Xie 0004,Qing Gu",SpiderMon - Towards Using Cell Towers as Illuminating Sources for Keystroke Monitoring.,INFOCOM,NaN,666-675,2020,Conference and Workshop Papers,closed,conf/infocom/LingLSWXG20,10.1109/INFOCOM41043.2020.9155447,https://doi.org/10.1109/INFOCOM41043.2020.9155447,https://dblp.org/rec/conf/infocom/LingLSWXG20
"Jingping Nie,Yigong Hu,Yuanyuting Wang,Stephen Xia,Xiaofan Jiang 0001",SPIDERS - Low-Cost Wireless Glasses for Continuous In-Situ Bio-Signal Acquisition and Emotion Recognition.,IoTDI,NaN,27-39,2020,Conference and Workshop Papers,closed,conf/iotdi/NieHWXJ20,10.1109/IOTDI49375.2020.00011,https://doi.org/10.1109/IoTDI49375.2020.00011,https://dblp.org/rec/conf/iotdi/NieHWXJ20
"Martin Langhammer,Gregg Baeckler,Sergey Gribok",SpiderWeb - High Performance FPGA NoC.,IPDPS Workshops,NaN,115-118,2020,Conference and Workshop Papers,closed,conf/ipps/LanghammerBG20,10.1109/IPDPSW50202.2020.00025,https://doi.org/10.1109/IPDPSW50202.2020.00025,https://dblp.org/rec/conf/ipps/LanghammerBG20
"Julia Dominiak,Mikolaj P. Wozniak,Andrzej Romanowski,Zbigniew Chaniecki,Krzysztof Grudzien",SpiderHand - Supporting Arachnophobia Therapy Using Motion-Controlled Robotic Manipulator.,MobiQuitous,NaN,96-107,2020,Conference and Workshop Papers,closed,conf/mobiquitous/DominiakWRCG20,10.1145/3448891.3450335,https://doi.org/10.1145/3448891.3450335,https://dblp.org/rec/conf/mobiquitous/DominiakWRCG20
"Biswajit Bhowmik,Jatindra Kumar Deka,Santosh Biswas",Improving Reliability in Spidergon Network on Chip-Microprocessors.,MWSCAS,NaN,474-477,2020,Conference and Workshop Papers,closed,conf/mwscas/BhowmikDB20,10.1109/MWSCAS48704.2020.9184540,https://doi.org/10.1109/MWSCAS48704.2020.9184540,https://dblp.org/rec/conf/mwscas/BhowmikDB20
"Yukito Ueno,Ryo Nakamura,Yohei Kuga,Hiroshi Esaki",Spider - Parallelizing Longest Prefix Matching with Optimization for SIMD Instructions.,NetSoft,NaN,267-271,2020,Conference and Workshop Papers,closed,conf/netsoft/UenoNKE20,10.1109/NETSOFT48620.2020.9165306,https://doi.org/10.1109/NetSoft48620.2020.9165306,https://dblp.org/rec/conf/netsoft/UenoNKE20
"Elhadja Chaalal,Laurent Reynaud,Sidi Mohammed Senouci",A Social Spider Optimisation Algorithm for 3D Unmanned Aerial Base Stations Placement.,Networking,NaN,544-548,2020,Conference and Workshop Papers,closed,conf/networking/ChaalalRS20,NaN,https://ieeexplore.ieee.org/document/9142722,https://dblp.org/rec/conf/networking/ChaalalRS20
"Edwin Alvarez-Mamani,Lauro Enciso-Rodas,Mauricio Ayala-Rincón,José Luis Soncco-Álvarez",Parallel Social Spider Optimization Algorithms with Island Model for the Clustering Problem.,SIMBig,NaN,122-138,2020,Conference and Workshop Papers,closed,conf/simbig/Alvarez-MamaniE20,10.1007/978-3-030-76228-5_9,https://doi.org/10.1007/978-3-030-76228-5_9,https://dblp.org/rec/conf/simbig/Alvarez-MamaniE20
"Weitao Wang,Praveen Tammana,Ang Chen,T. S. Eugene Ng",Grasp the Root Causes in the Data Plane - Diagnosing Latency Problems with SpiderMon.,SOSR,NaN,55-61,2020,Conference and Workshop Papers,closed,conf/sosr/WangTCN20,10.1145/3373360.3380835,https://doi.org/10.1145/3373360.3380835,https://dblp.org/rec/conf/sosr/WangTCN20
"Aravind Machiry,Nilo Redini,Eric Camellini,Christopher Kruegel,Giovanni Vigna",SPIDER - Enabling Fast Patch Propagation In Related Software Repositories.,IEEE Symposium on Security and Privacy,NaN,1562-1579,2020,Conference and Workshop Papers,closed,conf/sp/MachiryRCKV20,10.1109/SP40000.2020.00038,https://doi.org/10.1109/SP40000.2020.00038,https://dblp.org/rec/conf/sp/MachiryRCKV20
"Niel de Beaudrap,Xiaoning Bian,Quanlong Wang",Fast and Effective Techniques for T-Count Reduction via Spider Nest Identities.,TQC,NaN,11:1-11:23,2020,Conference and Workshop Papers,open,conf/tqc/BeaudrapBW20,10.4230/LIPICS.TQC.2020.11,https://doi.org/10.4230/LIPIcs.TQC.2020.11,https://dblp.org/rec/conf/tqc/BeaudrapBW20
Cole Comfort,The ZX& calculus - A complete graphical calculus for classical circuits using spiders.,QPL,NaN,60-90,2020,Conference and Workshop Papers,open,journals/corr/abs-2004-05287,10.4204/EPTCS.340.4,https://doi.org/10.4204/EPTCS.340.4,https://dblp.org/rec/journals/corr/abs-2004-05287
"Michelle Feng,Mason A. Porter","Spatial Applications of Topological Data Analysis - Cities, Snowflakes, Random Structures, and Spiders Spinning Under the Influence.",CoRR,abs/2001.01872,NaN,2020,Informal Publications,open,journals/corr/abs-2001-01872,NaN,http://arxiv.org/abs/2001.01872,https://dblp.org/rec/journals/corr/abs-2001-01872
"Najla Akram Al-Saati,Marwa Abd-AlKareem Alabajee",Selecting Best Software Reliability Growth Models - A Social Spider Algorithm based Approach.,CoRR,abs/2001.09924,NaN,2020,Informal Publications,open,journals/corr/abs-2001-09924,NaN,https://arxiv.org/abs/2001.09924,https://dblp.org/rec/journals/corr/abs-2001-09924
"Pranav Addepalli,Eric Wu,Douglas Bossart,Christina Lin,Allistar Smith",SPIDER - Selective Plotting of Interconnected Data and Entity Relations.,CoRR,abs/2006.14416,NaN,2020,Informal Publications,open,journals/corr/abs-2006-14416,NaN,https://arxiv.org/abs/2006.14416,https://dblp.org/rec/journals/corr/abs-2006-14416
"Gersende Fort,Eric Moulines,Hoi-To Wai",Geom-SPIDER-EM - Faster Variance Reduced Stochastic Expectation Maximization for Nonconvex Finite-Sum Optimization.,CoRR,abs/2011.12392,NaN,2020,Informal Publications,open,journals/corr/abs-2011-12392,NaN,https://arxiv.org/abs/2011.12392,https://dblp.org/rec/journals/corr/abs-2011-12392
"Soh Kumabe,Takanori Maehara","r-Gathering Problems on Spiders - Hardness, FPT Algorithms, and PTASes.",CoRR,abs/2012.02981,NaN,2020,Informal Publications,open,journals/corr/abs-2012-02981,NaN,https://arxiv.org/abs/2012.02981,https://dblp.org/rec/journals/corr/abs-2012-02981
"Urvashi Prakash Shukla,Satyasai Jagannath Nanda",Designing of a Risk Assessment Model for Issuing Credit Card Using Parallel Social Spider Algorithm.,Appl. Artif. Intell.,33,191-207,2019,Journal Articles,closed,journals/aai/ShuklaN19,10.1080/08839514.2018.1537229,https://doi.org/10.1080/08839514.2018.1537229,https://dblp.org/rec/journals/aai/ShuklaN19
"Jabir Mumtaz,Zailin Guan,Lei Yue,Zhengya Wang,Saif Ullah,Mudassar Rauf",Multi-Level Planning and Scheduling for Parallel PCB Assembly Lines Using Hybrid Spider Monkey Optimization Approach.,IEEE Access,7,18685-18700,2019,Journal Articles,open,journals/access/MumtazGYWUR19,10.1109/ACCESS.2019.2895954,https://doi.org/10.1109/ACCESS.2019.2895954,https://dblp.org/rec/journals/access/MumtazGYWUR19
"Rachana Gupta,Satyasai Jagannath Nanda,Urvashi Prakash Shukla",Cloud detection in satellite images using multi-objective social spider optimization.,Appl. Soft Comput.,79,203-226,2019,Journal Articles,closed,journals/asc/GuptaNS19,10.1016/J.ASOC.2019.03.042,https://doi.org/10.1016/j.asoc.2019.03.042,https://dblp.org/rec/journals/asc/GuptaNS19
"Noémie Tardif,Charles-Étienne Therrien,Stéphane Bouchard",Re-Examining Psychological Mechanisms Underlying Virtual Reality-Based Exposure for Spider Phobia.,Cyberpsychology Behav. Soc. Netw.,22,39-45,2019,Journal Articles,closed,journals/cbsn/TardifTB19,10.1089/CYBER.2017.0711,https://doi.org/10.1089/cyber.2017.0711,https://dblp.org/rec/journals/cbsn/TardifTB19
"Geng Bai,Yufeng Ge,David Scoby,Bryan Leavitt,Vincent Stoerger,Norbert Kirchgeßner,Suat Irmak,George L. Graef,James C. Schnable,Tala Awada","NU-Spidercam - A large-scale, cable-driven, integrated sensing and robotic system for advanced phenotyping, remote sensing, and agronomic research.",Comput. Electron. Agric.,160,71-81,2019,Journal Articles,open,journals/cea/BaiGSLSKIGSA19,10.1016/J.COMPAG.2019.03.009,https://doi.org/10.1016/j.compag.2019.03.009,https://dblp.org/rec/journals/cea/BaiGSLSKIGSA19
"V. M. Arul Xavier,S. Annadurai",Chaotic social spider algorithm for load balance aware task scheduling in cloud computing.,Clust. Comput.,22,287-297,2019,Journal Articles,closed,journals/cluster/XavierA19,10.1007/S10586-018-1823-X,https://doi.org/10.1007/s10586-018-1823-x,https://dblp.org/rec/journals/cluster/XavierA19
"Lian-suo Wei,Xiancheng Hu,Yuan Guo",A routing algorithm for region division based on virtual spider web model.,EURASIP J. Wirel. Commun. Netw.,2019,108,2019,Journal Articles,open,journals/ejwcn/WeiHG19,10.1186/S13638-019-1431-3,https://doi.org/10.1186/s13638-019-1431-3,https://dblp.org/rec/journals/ejwcn/WeiHG19
"Fernando Fausto,Erik Cuevas,Oscar Maciel-Castillo,Bernardo Morales-Castañeda",A Real-Coded Optimal Sensor Deployment Scheme for Wireless Sensor Networks Based on the Social Spider Optimization Algorithm.,Int. J. Comput. Intell. Syst.,12,676-696,2019,Journal Articles,open,journals/ijcisys/FaustoCMM19,10.2991/IJCIS.D.190614.001,https://doi.org/10.2991/ijcis.d.190614.001,https://dblp.org/rec/journals/ijcisys/FaustoCMM19
"Ramani Selvanambi,Jaisankar Natarajan",Healthcare - Prediction of Breast Cancer Stage Using Social Spider-Inspired Optimization Algorithm.,Int. J. E Health Medical Commun.,10,63-85,2019,Journal Articles,closed,journals/ijehmc/SelvanambiN19,10.4018/IJEHMC.2019040104,https://doi.org/10.4018/IJEHMC.2019040104,https://dblp.org/rec/journals/ijehmc/SelvanambiN19
"S. M. Swamy,M. Marsaline Beno",Effective utilisation of cascade H-bridge multi level inverter integrate social spider optimisation for reduced total harmonics distortion.,Int. J. Manuf. Technol. Manag.,33,1-13,2019,Journal Articles,closed,journals/ijmtm/SwamyB19,10.1504/IJMTM.2019.100156,https://doi.org/10.1504/IJMTM.2019.100156,https://dblp.org/rec/journals/ijmtm/SwamyB19
"Adda Boualem,Youcef Dahmani,Cyril De Runz,Marwane Ayaida",Spiderweb strategy - application for area coverage with mobile sensor nodes in 3D wireless sensor network.,Int. J. Sens. Networks,29,121-133,2019,Journal Articles,closed,journals/ijsnet/BoualemDRA19,10.1504/IJSNET.2019.097808,https://doi.org/10.1504/IJSNET.2019.097808,https://dblp.org/rec/journals/ijsnet/BoualemDRA19
"Bogdan Mocanu,Florin Pop,Alexandra Mihaita Mocanu,Ciprian Dobre,Aniello Castiglione",Data fusion technique in SPIDER Peer-to-Peer networks in smart cities for security enhancements.,Inf. Sci.,479,607-621,2019,Journal Articles,closed,journals/isci/MocanuPMDC19,10.1016/J.INS.2018.06.070,https://doi.org/10.1016/j.ins.2018.06.070,https://dblp.org/rec/journals/isci/MocanuPMDC19
"Seungwoo Je,Yekaterina Abileva,Andrea Bianchi,Jean-Charles Bazin",A computational approach for spider web-inspired fabrication of string art.,Comput. Animat. Virtual Worlds,30,NaN,2019,Journal Articles,closed,journals/jvca/JeABB19,10.1002/CAV.1904,https://doi.org/10.1002/cav.1904,https://dblp.org/rec/journals/jvca/JeABB19
"Ravichandran Thalamala,Janet Barnabas,A. V. Reddy",A novel variant of social spider optimization using single centroid representation and enhanced mating for data clustering.,PeerJ Comput. Sci.,5,e201,2019,Journal Articles,open,journals/peerj-cs/ThalamalaBR19,10.7717/PEERJ-CS.201,https://doi.org/10.7717/peerj-cs.201,https://dblp.org/rec/journals/peerj-cs/ThalamalaBR19
