,totalprice,houseinfo,followinfo
1316,690,2室1厅 | 97.89平米 | 南 北 | 精装 | 24层 | 2002年建 | 板塔结合,110人关注 / 1个月以前发布
1317,1300,4室2厅 | 192.94平米 | 南 北 | 精装 | 3层 | 2003年建 | 板楼,95人关注 / 10个月以前发布
1318,1400,4室2厅 | 180.75平米 | 南 北 东 | 精装 | 12层 | 2005年建 | 板楼,41人关注 / 3个月以前发布
1319,2690,3室2厅 | 168.57平米 | 南 北 | 精装 | 底层(共6层) | 1999年建 | 板楼,48人关注 / 2个月以前发布
1320,610,3室2厅 | 176.8平米 | 南 西 北 | 精装 | 高楼层(共7层) | 2002年建 | 板楼,63人关注 / 3个月以前发布
1321,585,3室1厅 | 138.32平米 | 东 南 北 | 精装 | 18层 | 2017年建 | 板楼,21人关注 / 1个月以前发布
1322,1460,5室2厅 | 286.82平米 | 南 北 | 简装 | 3层 | 2007年建 | 板楼,42人关注 / 一年前发布
1323,2788,5室2厅 | 288.66平米 | 南 北 | 简装 | 高楼层(共19层) | 2006年建 | 板塔结合,27人关注 / 2个月以前发布
1324,648,3室2厅 | 143.1平米 | 南 | 精装 | 底层(共7层) | 2001年建 | 板楼,131人关注 / 7个月以前发布
1325,3650,6室5厅 | 441.2平米 | 南 北 | 精装 | 底层(共10层) | 2014年建 | 板楼,30人关注 / 3个月以前发布
1326,649,3室2厅 | 153.2平米 | 南 北 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,11人关注 / 1个月以前发布
1327,1086,5室2厅 | 230.26平米 | 东南 | 简装 | 24层 | 2002年建 | 塔楼,28人关注 / 3个月以前发布
1328,1590,4室2厅 | 187.62平米 | 南 西 北 | 精装 | 顶层(共9层) | 2005年建 | 板楼,44人关注 / 1个月以前发布
1329,1620,4室2厅 | 197.07平米 | 南 北 | 其他 | 高楼层(共14层) | 2002年建 | 板楼,12人关注 / 12天以前发布
1330,1050,3室2厅 | 164.57平米 | 南 北 | 精装 | 低楼层(共19层) | 2010年建 | 板楼,128人关注 / 4个月以前发布
1331,520,3室1厅 | 145.73平米 | 南 北 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,51人关注 / 1个月以前发布
1332,410,4室2厅 | 223.34平米 | 南 西南 | 精装 | 4层 | 2012年建 | 板楼,40人关注 / 3个月以前发布
1333,1195,3室2厅 | 122.86平米 | 东 南 西 | 精装 | 中楼层(共16层) | 2004年建 | 板楼,77人关注 / 1个月以前发布
1334,980,3室2厅 | 133.1平米 | 西北 | 精装 | 高楼层(共15层) | 1999年建 | 板塔结合,28人关注 / 1个月以前发布
1335,890,5室2厅 | 139.66平米 | 南 北 | 精装 | 顶层(共9层) | 2015年建 | 板楼,48人关注 / 3个月以前发布
1336,760,3室1厅 | 65.57平米 | 南 北 | 简装 | 底层(共6层)  | 板楼,159人关注 / 5个月以前发布
1337,639,3室2厅 | 116.84平米 | 南 北 | 精装 | 高楼层(共23层)  | 板塔结合,52人关注 / 2个月以前发布
1338,849,3室1厅 | 79.05平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,49人关注 / 2个月以前发布
1339,1400,4室2厅 | 180.75平米 | 南 北 东 | 精装 | 12层 | 2005年建 | 板楼,41人关注 / 3个月以前发布
1340,2690,3室2厅 | 168.57平米 | 南 北 | 精装 | 底层(共6层) | 1999年建 | 板楼,48人关注 / 2个月以前发布
1341,635,4室2厅 | 187.4平米 | 南 | 精装 | 顶层(共32层)  | 塔楼,67人关注 / 4个月以前发布
1342,1300,4室2厅 | 192.94平米 | 南 北 | 精装 | 3层 | 2003年建 | 板楼,95人关注 / 10个月以前发布
1343,870,4室2厅 | 115平米 | 南 北 | 精装 | 顶层(共27层) | 2016年建 | 板楼,39人关注 / 2个月以前发布
1344,629,3室2厅 | 142.1平米 | 南 北 | 精装 | 中楼层(共5层) | 2016年建 | 板楼,30人关注 / 2个月以前发布
1345,455,3室2厅 | 86.55平米 | 南 北 | 精装 | 高楼层(共7层) | 2004年建 | 板楼,73人关注 / 2个月以前发布
1346,930,2室1厅 | 104.92平米 | 西南 | 精装 | 中楼层(共22层) | 1999年建 | 塔楼,56人关注 / 1个月以前发布
1347,676,3室1厅 | 79.51平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,43人关注 / 1个月以前发布
1348,1056,3室2厅 | 135.14平米 | 南 北 | 精装 | 低楼层(共9层) | 2008年建 | 板楼,64人关注 / 1个月以前发布
1349,705,3室2厅 | 120.29平米 | 南 北 | 精装 | 高楼层(共7层) | 1999年建 | 板楼,97人关注 / 2个月以前发布
1350,650,3室1厅 | 137.64平米 | 西南 北 | 简装 | 中楼层(共25层) | 2001年建 | 塔楼,48人关注 / 1个月以前发布
1351,938,3室2厅 | 156.24平米 | 南 北 | 简装 | 中楼层(共15层) | 2004年建 | 板楼,58人关注 / 1个月以前发布
1352,1590,4室2厅 | 187.62平米 | 南 西 北 | 精装 | 顶层(共9层) | 2005年建 | 板楼,44人关注 / 1个月以前发布
1353,649,3室2厅 | 153.2平米 | 南 北 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,11人关注 / 1个月以前发布
1354,676,3室1厅 | 79.51平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,43人关注 / 1个月以前发布
1355,930,2室1厅 | 104.92平米 | 西南 | 精装 | 中楼层(共22层) | 1999年建 | 塔楼,56人关注 / 1个月以前发布
1356,455,3室2厅 | 86.55平米 | 南 北 | 精装 | 高楼层(共7层) | 2004年建 | 板楼,73人关注 / 2个月以前发布
1357,1056,3室2厅 | 135.14平米 | 南 北 | 精装 | 低楼层(共9层) | 2008年建 | 板楼,64人关注 / 1个月以前发布
1358,1025,3室2厅 | 155.01平米 | 南 北 | 简装 | 底层(共4层)  | 板楼,115人关注 / 8个月以前发布
1359,626,3室2厅 | 200.94平米 | 东南 | 精装 | 高楼层(共32层) | 2003年建 | 塔楼,70人关注 / 1个月以前发布
1360,688,4室2厅 | 189.67平米 | 南 北 | 简装 | 中楼层(共5层) | 2015年建 | 板楼,35人关注 / 2个月以前发布
1361,570,3室2厅 | 144.73平米 | 南 北 | 精装 | 中楼层(共6层) | 2003年建 | 板楼,67人关注 / 1个月以前发布
1362,1400,3室2厅 | 187.87平米 | 西南 北 | 精装 | 32层 | 2000年建 | 塔楼,49人关注 / 2个月以前发布
1363,1690,3室2厅 | 171.38平米 | 南 北 | 精装 | 高楼层(共17层) | 2005年建 | 板塔结合,34人关注 / 2个月以前发布
1364,550,3室2厅 | 120.2平米 | 南 北 | 简装 | 中楼层(共16层)  | 板楼,65人关注 / 2个月以前发布
1365,600,3室2厅 | 120.2平米 | 南 北 | 精装 | 高楼层(共16层) | 2007年建 | 板楼,95人关注 / 2个月以前发布
1366,1899,3室2厅 | 143.85平米 | 西南 | 简装 | 低楼层(共16层) | 2000年建 | 塔楼,50人关注 / 4个月以前发布
1367,248,1室1厅 | 52.66平米 | 北 | 简装 | 中楼层(共6层)  | 板楼,7人关注 / 30天以前发布
1368,220,1室1厅 | 55.01平米 | 东 | 精装 | 28层 | 2013年建 | 板楼,3人关注 / 14天以前发布
1369,260,1室1厅 | 57.54平米 | 西 | 精装 | 低楼层(共9层) | 2012年建 | 板塔结合,3人关注 / 12天以前发布
1370,385,1室0厅 | 28.74平米 | 南 | 精装 | 7层 | 2004年建 | 板楼,19人关注 / 7天以前发布
1371,225,2室1厅 | 66.05平米 | 南 北 | 精装 | 中楼层(共6层) | 1998年建 | 板楼,9人关注 / 13天以前发布
1372,251,2室1厅 | 86.04平米 | 东 北 | 精装 | 高楼层(共11层) | 2010年建 | 板楼,5人关注 / 14天以前发布
1373,320,2室1厅 | 69.35平米 | 南 北 | 精装 | 7层 | 1998年建 | 板楼,8人关注 / 16天以前发布
1374,310,2室1厅 | 64.63平米 | 东 南 | 简装 | 低楼层(共9层) | 2011年建 | 板楼,14人关注 / 13天以前发布
1375,165,2室1厅 | 69.25平米 | 南 北 | 简装 | 中楼层(共6层) | 1992年建 | 板楼,10人关注 / 10天以前发布
1376,213,2室1厅 | 85.32平米 | 南 西 | 简装 | 高楼层(共15层)  | 板楼,2人关注 / 14天以前发布
1377,400,2室1厅 | 100.3平米 | 南 | 精装 | 18层 | 2017年建 | 板楼,15人关注 / 16天以前发布
1378,340,1室1厅 | 56.54平米 | 南 | 精装 | 24层 | 2008年建 | 塔楼,3人关注 / 9天以前发布
1379,152,1室1厅 | 52.4平米 | 南 | 简装 | 高楼层(共18层) | 2015年建 | 塔楼,3人关注 / 12天以前发布
1380,650,2室1厅 | 93.14平米 | 南 北 | 精装 | 28层 | 2014年建 | 板楼,11人关注 / 8天以前发布
1381,485,1室1厅 | 43.06平米 | 南 | 其他 | 低楼层(共6层) | 1989年建 | 板楼,48人关注 / 15天以前发布
1382,152,1室1厅 | 52.4平米 | 南 | 简装 | 高楼层(共18层) | 2015年建 | 塔楼,3人关注 / 12天以前发布
1383,122,2室1厅 | 48.8平米 | 南 西 北 | 简装 | 6层  | 板楼,1人关注 / 11天以前发布
1384,455,1室1厅 | 54.54平米 | 东南 | 精装 | 16层 | 2010年建 | 板楼,29人关注 / 15天以前发布
1385,225,1室0厅 | 39.5平米 | 南 北 西 | 简装 | 中楼层(共6层)  | 板楼,22人关注 / 8天以前发布
1386,192,1室1厅 | 63.51平米 | 南 北 | 简装 | 中楼层(共18层) | 2012年建 | 板楼,37人关注 / 12天以前发布
1387,555,2室1厅 | 87.58平米 | 南 | 精装 | 28层 | 2015年建 | 板楼,25人关注 / 10天以前发布
1388,718,2室1厅 | 53.53平米 | 南 | 精装 | 高楼层(共11层) | 1970年建 | 板塔结合,16人关注 / 13天以前发布
1389,247,2室1厅 | 52.83平米 | 南 北 | 简装 | 底层(共6层) | 1990年建 | 板楼,20人关注 / 12天以前发布
1390,445,2室1厅 | 110.42平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,14人关注 / 9天以前发布
1391,660,2室1厅 | 68.2平米 | 南 北 | 精装 | 高楼层(共16层) | 1987年建 | 板楼,45人关注 / 13天以前发布
1392,229,1室0厅 | 64.94平米 | 西北 | 简装 | 中楼层(共24层) | 2005年建 | 板塔结合,7人关注 / 13天以前发布
1393,325,2室1厅 | 89.48平米 | 南 北 | 精装 | 低楼层(共6层) | 2006年建 | 板楼,8人关注 / 8天以前发布
1394,1200,2室1厅 | 72.36平米 | 南 | 精装 | 中楼层(共11层) | 2003年建 | 板塔结合,34人关注 / 11天以前发布
1395,203,2室1厅 | 40.3平米 | 东 西 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,23人关注 / 9天以前发布
1396,530,2室1厅 | 86.22平米 | 南 | 精装 | 低楼层(共17层) | 2016年建 | 板楼,6人关注 / 8天以前发布
1397,465,2室1厅 | 86.88平米 | 南 北 | 简装 | 6层 | 2007年建 | 板塔结合,5人关注 / 9天以前发布
1398,305,1室1厅 | 58.97平米 | 南 | 简装 | 低楼层(共29层) | 2010年建 | 板塔结合,10人关注 / 11天以前发布
1399,315,1室0厅 | 59.39平米 | 南 | 简装 | 中楼层(共11层) | 2005年建 | 板楼,2人关注 / 10天以前发布
1400,279,2室1厅 | 57.16平米 | 南 北 | 精装 | 顶层(共6层) | 2007年建 | 板楼,7人关注 / 15天以前发布
1401,805,1室1厅 | 44.9平米 | 东 | 简装 | 底层(共7层) | 1999年建 | 板楼,6人关注 / 8天以前发布
1402,499,1室1厅 | 43.1平米 | 南 | 简装 | 中楼层(共18层)  | 塔楼,11人关注 / 11天以前发布
1403,530,1室1厅 | 76.67平米 | 西 | 精装 | 高楼层(共25层) | 2011年建 | 塔楼,7人关注 / 11天以前发布
1404,810,2室1厅 | 50.4平米 | 南 | 精装 | 6层 | 1984年建 | 板楼,10人关注 / 14天以前发布
1405,305,1室0厅 | 51.08平米 | 东 | 精装 | 中楼层(共24层) | 2004年建 | 塔楼,12人关注 / 8天以前发布
1406,410,2室1厅 | 90.36平米 | 北 南 | 简装 | 低楼层(共15层) | 2012年建 | 板楼,16人关注 / 24天以前发布
1407,419,2室1厅 | 61.31平米 | 东南 西北 | 简装 | 顶层(共6层) | 1999年建 | 板楼,41人关注 / 27天以前发布
1408,355,2室1厅 | 69.24平米 | 南 | 精装 | 16层 | 1994年建 | 塔楼,28人关注 / 22天以前发布
1409,685,2室1厅 | 97.93平米 | 南 北 | 简装 | 24层  | 板塔结合,164人关注 / 7个月以前发布
1410,299,3室1厅 | 88.32平米 | 南 西北 | 简装 | 底层(共17层) | 2013年建 | 塔楼,138人关注 / 4个月以前发布
1411,515,3室1厅 | 118.95平米 | 南 北 | 精装 | 中楼层(共7层) | 2002年建 | 板楼,42人关注 / 5个月以前发布
1412,435,3室2厅 | 128.48平米 | 南 北 | 精装 | 底层(共2层) | 1999年建 | 暂无数据,147人关注 / 一年前发布
1413,620,2室1厅 | 78.64平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,113人关注 / 3个月以前发布
1414,1089,3室1厅 | 90.76平米 | 南 北 | 精装 | 中楼层(共13层)  | 板塔结合,332人关注 / 5个月以前发布
1415,760,1室1厅 | 76.31平米 | 东 西 | 精装 | 中楼层(共11层) | 2006年建 | 板楼,43人关注 / 4个月以前发布
1416,359,2室1厅 | 76.26平米 | 北 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,16人关注 / 2个月以前发布
1417,965,2室1厅 | 75.69平米 | 南 北 | 精装 | 中楼层(共13层) | 2005年建 | 板楼,59人关注 / 1个月以前发布
1418,470,3室1厅 | 86.6平米 | 南 北 | 简装 | 高楼层(共20层) | 2010年建 | 板楼,69人关注 / 1个月以前发布
1419,615,3室2厅 | 90.96平米 | 南 北 | 精装 | 24层 | 2013年建 | 板塔结合,81人关注 / 3个月以前发布
1420,245,2室1厅 | 69.47平米 | 南 北 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,15人关注 / 1个月以前发布
1421,856,3室1厅 | 145.49平米 | 南 北 | 精装 | 14层 | 2013年建 | 板楼,113人关注 / 4个月以前发布
1422,1285,3室1厅 | 124.37平米 | 东南 | 简装 | 低楼层(共24层) | 2000年建 | 塔楼,90人关注 / 4个月以前发布
1423,245,3室1厅 | 63.65平米 | 南 北 | 简装 | 18层 | 2014年建 | 板楼,26人关注 / 2个月以前发布
1424,586,2室2厅 | 77.03平米 | 南 北 | 简装 | 顶层(共8层) | 2007年建 | 板楼,32人关注 / 5个月以前发布
1425,374,2室2厅 | 75.69平米 | 南 | 精装 | 中楼层(共26层) | 2015年建 | 板楼,75人关注 / 2个月以前发布
1426,879,4室2厅 | 146.34平米 | 南 北 | 简装 | 17层 | 2012年建 | 板塔结合,86人关注 / 7个月以前发布
1427,1060,3室1厅 | 139.41平米 | 南 北 | 简装 | 15层 | 2008年建 | 板塔结合,47人关注 / 1个月以前发布
1428,262,2室2厅 | 103.03平米 | 南 北 | 精装 | 11层 | 2012年建 | 板塔结合,6人关注 / 2个月以前发布
1429,320,2室2厅 | 97.04平米 | 南 北 | 精装 | 中楼层(共4层) | 2004年建 | 板楼,9人关注 / 4个月以前发布
1430,266,2室1厅 | 57.19平米 | 南 北 | 精装 | 顶层(共6层)  | 板楼,175人关注 / 6个月以前发布
1431,415,1室1厅 | 59.3平米 | 东 | 精装 | 低楼层(共25层) | 2004年建 | 塔楼,86人关注 / 3个月以前发布
1432,399,3室0厅 | 61.72平米 | 南 北 | 精装 | 高楼层(共12层) | 1979年建 | 板楼,131人关注 / 4个月以前发布
1433,300,2室1厅 | 57.12平米 | 东 南 西 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,47人关注 / 2个月以前发布
1434,185,2室1厅 | 79.03平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,75人关注 / 4个月以前发布
1435,370,1室1厅 | 47.13平米 | 南 | 简装 | 中楼层(共18层) | 2004年建 | 塔楼,105人关注 / 1个月以前发布
1436,658,3室2厅 | 90.71平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,145人关注 / 4个月以前发布
1437,305,2室1厅 | 60.64平米 | 南 北 | 简装 | 低楼层(共6层) | 1983年建 | 板楼,75人关注 / 1个月以前发布
1438,338,2室1厅 | 57.03平米 | 东 西 | 精装 | 高楼层(共6层)  | 板楼,72人关注 / 2个月以前发布
1439,655,3室1厅 | 122.21平米 | 南 北 | 精装 | 中楼层(共17层) | 2010年建 | 板塔结合,30人关注 / 1个月以前发布
1440,456,2室1厅 | 78.73平米 | 东北 | 简装 | 低楼层(共15层) | 2005年建 | 板塔结合,119人关注 / 3个月以前发布
1441,898,3室1厅 | 88.09平米 | 南 西 北 | 精装 | 高楼层(共28层) | 2011年建 | 板楼,63人关注 / 2个月以前发布
1442,338,2室1厅 | 57.03平米 | 东 西 | 精装 | 高楼层(共6层)  | 板楼,72人关注 / 2个月以前发布
1443,312,2室1厅 | 70.3平米 | 南 | 精装 | 28层 | 2013年建 | 板楼,24人关注 / 1个月以前发布
1444,630,2室2厅 | 92.05平米 | 南 北 | 精装 | 高楼层(共18层) | 2015年建 | 板楼,54人关注 / 1个月以前发布
1445,1010,2室1厅 | 119.71平米 | 南 | 精装 | 低楼层(共22层) | 2013年建 | 板楼,140人关注 / 7个月以前发布
1446,520,3室2厅 | 119.49平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,79人关注 / 8个月以前发布
1447,655,3室1厅 | 122.21平米 | 南 北 | 精装 | 中楼层(共17层) | 2010年建 | 板塔结合,30人关注 / 1个月以前发布
1448,370,1室1厅 | 47.13平米 | 南 | 简装 | 中楼层(共18层) | 2004年建 | 塔楼,105人关注 / 1个月以前发布
1449,658,3室2厅 | 90.71平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,145人关注 / 4个月以前发布
1450,599,2室1厅 | 82.73平米 | 西南 | 简装 | 高楼层(共25层) | 2002年建 | 塔楼,53人关注 / 2个月以前发布
1451,269,1室1厅 | 62.64平米 | 北 | 精装 | 高楼层(共15层) | 2010年建 | 板塔结合,40人关注 / 1个月以前发布
1452,185,2室1厅 | 79.03平米 | 南 北 | 简装 | 高楼层(共9层)  | 板楼,75人关注 / 4个月以前发布
1453,540,2室1厅 | 50.03平米 | 南 | 简装 | 中楼层(共6层) | 1979年建 | 板楼,105人关注 / 1个月以前发布
1454,305,2室1厅 | 60.64平米 | 南 北 | 简装 | 低楼层(共6层) | 1983年建 | 板楼,75人关注 / 1个月以前发布
1455,312,2室1厅 | 78.71平米 | 南 | 简装 | 28层  | 板楼,45人关注 / 3个月以前发布
1456,453,2室1厅 | 73.5平米 | 东南 | 精装 | 中楼层(共18层) | 1997年建 | 塔楼,222人关注 / 7个月以前发布
1457,283,3室1厅 | 91.87平米 | 南 北 | 简装 | 高楼层(共7层) | 2002年建 | 板楼,132人关注 / 1个月以前发布
1458,1050,2室2厅 | 115.55平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,42人关注 / 2个月以前发布
1459,395,2室2厅 | 89.1平米 | 西南 | 精装 | 高楼层(共27层) | 2013年建 | 板塔结合,240人关注 / 一年前发布
1460,496,2室1厅 | 77.15平米 | 南 北 | 简装 | 中楼层(共21层) | 2013年建 | 板塔结合,156人关注 / 一年前发布
1461,295,2室1厅 | 102.48平米 | 南 | 精装 | 12层 | 2011年建 | 板塔结合,13人关注 / 1个月以前发布
1462,365,2室1厅 | 56.5平米 | 南 | 精装 | 中楼层(共20层)  | 塔楼,87人关注 / 2个月以前发布
1463,620,3室2厅 | 134.63平米 | 南 北 | 简装 | 顶层(共9层) | 2005年建 | 板楼,43人关注 / 1个月以前发布
1464,615,2室1厅 | 54.32平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,115人关注 / 5个月以前发布
1465,588,3室2厅 | 112.13平米 | 南 | 精装 | 高楼层(共27层) | 2014年建 | 板楼,61人关注 / 3个月以前发布
1466,256,2室1厅 | 52.48平米 | 南 | 精装 | 中楼层(共6层) | 1981年建 | 板楼,139人关注 / 5个月以前发布
1467,719,2室2厅 | 112.21平米 | 西南 | 精装 | 28层 | 2000年建 | 板塔结合,96人关注 / 5个月以前发布
1468,494,2室1厅 | 85.63平米 | 东 | 精装 | 高楼层(共23层) | 2011年建 | 塔楼,76人关注 / 3个月以前发布
1469,415,3室1厅 | 92.23平米 | 南 北 | 简装 | 顶层(共6层) | 2004年建 | 板楼,72人关注 / 3个月以前发布
